Forecasts
8.093075828254223
9.316453447937965
10.441920034587383
11.166526059061288
11.74940258488059
12.328422243148088
12.91089379787445
13.502581782639027
13.949752940237522
14.520978759229182
15.293074690550565
16.096519538015126
